Record,Time,Latitude,Longitude,Altitude,Speed,GForceX,GForceZ,Lap,LeanAngle,GyroX,GyroY,GyroZ
8019,2024-10-21T16:30:01.160,-27.4531102,153.2018056,2.2,9.23,-0.27,0.975,0,-0.6,6.66,8.1,-18.34
8020,2024-10-21T16:30:01.200,-27.4531111,153.2018057,2.2,9.66,-0.251,0.963,0,0.2,7.05,9.61,-16.92
8021,2024-10-21T16:30:01.240,-27.4531122,153.2018057,2.2,9.82,-0.225,0.958,0,1.2,7.46,10.94,-14.81
8022,2024-10-21T16:30:01.280,-27.4531132,153.201806,2.3,9.96,-0.203,0.961,0,1.6,7.74,11.72,-13.07
8023,2024-10-21T16:30:01.320,-27.4531142,153.2018062,2.3,9.94,-0.187,0.96,0,2,7.64,11.91,-12.25
8024,2024-10-21T16:30:01.360,-27.4531151,153.2018064,2.3,9.67,-0.18,0.952,0,2.8,7.06,11.53,-12.34
8025,2024-10-21T16:30:01.400,-27.453116,153.2018065,2.3,9.39,-0.179,0.931,0,3.1,5.79,10.69,-12.89
8026,2024-10-21T16:30:01.440,-27.4531169,153.2018068,2.3,8.96,-0.185,0.889,0,3.3,4.01,9.64,-13.29
8027,2024-10-21T16:30:01.480,-27.4531178,153.2018071,2.4,8.82,-0.195,0.837,0,4.1,1.92,8.56,-13.05
8028,2024-10-21T16:30:01.520,-27.4531187,153.2018071,2.4,9.09,-0.205,0.79,0,4.9,-0.27,7.37,-12.04
8029,2024-10-21T16:30:01.560,-27.4531196,153.2018071,2.5,9.06,-0.215,0.751,0,4.9,-2.37,5.97,-10.37
8030,2024-10-21T16:30:01.600,-27.4531205,153.2018071,2.5,9.09,-0.233,0.704,0,4,-4.17,4.41,-7.97
8031,2024-10-21T16:30:01.680,-27.4531224,153.2018069,2.5,9.17,-0.262,0.652,0,2.6,-5.92,2.86,-4.71
8032,2024-10-21T16:30:01.720,-27.4531233,153.2018066,2.5,9.48,-0.292,0.609,0,1.5,-7.45,1.46,-1.32
8033,2024-10-21T16:30:01.760,-27.4531245,153.2018065,2.5,9.94,-0.323,0.581,0,-0.7,-8.96,0.23,1.9
8034,2024-10-21T16:30:01.800,-27.4531257,153.2018062,2.5,10.73,-0.352,0.568,0,-2.8,-10.55,-0.83,4.75
8035,2024-10-21T16:30:01.840,-27.4531269,153.2018061,2.5,11.17,-0.374,0.59,0,-4.5,-11.94,-1.74,6.88
8036,2024-10-21T16:30:01.880,-27.453128,153.2018061,2.5,10.9,-0.38,0.676,0,-5.4,-12.19,-2.53,7.98
8037,2024-10-21T16:30:01.960,-27.4531301,153.2018057,2.5,10.52,-0.382,0.767,0,-5.6,-11.31,-2.97,8.4
8038,2024-10-21T16:30:02.040,-27.4531323,153.2018057,2.4,10.89,-0.389,0.83,0,-6.7,-10.01,-2.97,8.16
8039,2024-10-21T16:30:02.080,-27.4531333,153.2018057,2.4,10.46,-0.385,0.918,0,-6.6,-7.8,-2.6,7.31
8040,2024-10-21T16:30:02.120,-27.4531343,153.2018057,2.4,10.31,-0.378,0.993,0,-5.9,-5.18,-1.97,6.09
8041,2024-10-21T16:30:02.160,-27.4531353,153.2018058,2.3,10.13,-0.372,1.026,0,-5.3,-2.4,-1.11,4.68
8042,2024-10-21T16:30:02.240,-27.4531376,153.201806,2.3,11.27,-0.357,1.084,0,-4.6,0,-0.59,2.86
8043,2024-10-21T16:30:02.280,-27.4531387,153.2018062,2.3,11.28,-0.333,1.159,0,-3.6,2.51,-0.83,0.08
8044,2024-10-21T16:30:02.360,-27.4531411,153.2018068,2.3,12,-0.311,1.161,0,-2.3,4.37,-1.84,-3.8
8045,2024-10-21T16:30:02.400,-27.453142,153.2018073,2.3,11.27,-0.293,1.104,0,-1.5,5.02,-3.1,-7.59
8046,2024-10-21T16:30:02.440,-27.4531428,153.2018078,2.3,10.72,-0.274,1.015,0,0.1,4.46,-4.55,-10.81
8047,2024-10-21T16:30:02.480,-27.4531436,153.2018083,2.3,10.21,-0.256,0.893,0,2.2,3.2,-5.81,-12.91
8048,2024-10-21T16:30:02.520,-27.4531447,153.2018084,2.3,10.08,-0.232,0.79,0,4,2.17,-6.6,-13.29
8049,2024-10-21T16:30:02.560,-27.4531458,153.2018084,2.4,10.2,-0.19,0.772,0,4.7,2.56,-6.81,-11.91
8050,2024-10-21T16:30:02.600,-27.453147,153.2018085,2.4,10.45,-0.148,0.785,0,4.8,4.75,-6.4,-9.37
8051,2024-10-21T16:30:02.640,-27.4531481,153.2018086,2.4,10.44,-0.109,0.82,0,4.9,8.79,-5.11,-5.36
8052,2024-10-21T16:30:02.680,-27.4531491,153.2018086,2.4,10.5,-0.091,0.842,0,5.2,13.24,-3.27,-0.54
8053,2024-10-21T16:30:02.720,-27.4531503,153.2018085,2.5,10.62,-0.103,0.841,0,5.4,16.41,-1.32,4.39
8054,2024-10-21T16:30:02.760,-27.4531515,153.2018084,2.5,10.72,-0.133,0.844,0,5.1,17.83,-0.08,8.33
8055,2024-10-21T16:30:02.800,-27.4531525,153.2018081,2.6,10.61,-0.175,0.855,0,4,17.2,-0.56,9.91
8056,2024-10-21T16:30:02.840,-27.4531534,153.2018084,2.6,10.24,-0.213,0.846,0,2.9,14.61,-2.67,8.61
8057,2024-10-21T16:30:02.880,-27.4531543,153.2018086,2.6,10.25,-0.24,0.819,0,2.5,11.14,-5.99,4.92
8058,2024-10-21T16:30:02.920,-27.4531554,153.2018089,2.6,10.06,-0.247,0.77,0,3.7,7.48,-9.81,-0.35
8059,2024-10-21T16:30:02.960,-27.4531563,153.2018091,2.6,9.79,-0.244,0.641,0,4.7,3.65,-13.77,-6.94
8060,2024-10-21T16:30:03.040,-27.4531582,153.2018092,2.6,9.91,-0.23,0.511,0,5.5,0.79,-16.7,-12.42
8061,2024-10-21T16:30:03.080,-27.4531594,153.2018091,2.6,9.86,-0.218,0.39,0,5.9,-1.59,-18.21,-15.73
8062,2024-10-21T16:30:03.120,-27.4531604,153.2018091,2.6,10.04,-0.207,0.361,0,5,-3.73,-17.7,-15.56
8063,2024-10-21T16:30:03.200,-27.4531627,153.2018085,2.6,11.1,-0.199,0.444,0,4.1,-4.96,-14.81,-11.84
8064,2024-10-21T16:30:03.240,-27.4531637,153.2018082,2.6,11.06,-0.187,0.623,0,2.7,-4.81,-10.73,-5.93
8065,2024-10-21T16:30:03.280,-27.4531647,153.2018079,2.6,10.77,-0.183,0.791,0,0.8,-4,-6.14,0.16
8066,2024-10-21T16:30:03.320,-27.4531658,153.2018076,2.6,10.54,-0.195,0.907,0,-0.5,-2.16,-1.77,5.19
8067,2024-10-21T16:30:03.360,-27.4531668,153.2018075,2.5,10.54,-0.204,1.002,0,-1.2,0.7,1.5,6.21
8068,2024-10-21T16:30:03.440,-27.4531688,153.2018074,2.4,9.55,-0.214,1.028,0,-0.8,3.8,2.61,2.06
8069,2024-10-21T16:30:03.480,-27.4531698,153.2018075,2.4,9.81,-0.239,0.947,0,-0.1,6.04,2.9,-5.14
8070,2024-10-21T16:30:03.560,-27.4531719,153.2018079,2.4,10.29,-0.262,0.852,0,2.8,7.44,3.25,-11.8
8071,2024-10-21T16:30:03.600,-27.4531731,153.2018078,2.4,11.04,-0.27,0.819,0,4.4,7.9,3.97,-16.34
8072,2024-10-21T16:30:03.640,-27.4531744,153.2018075,2.4,11.62,-0.278,0.801,0,5.2,7.57,4.97,-17.68
8073,2024-10-21T16:30:03.680,-27.4531758,153.2018074,2.4,12.19,-0.282,0.816,0,4.6,6.64,6.49,-15.8
8074,2024-10-21T16:30:03.720,-27.4531771,153.2018074,2.4,12.71,-0.28,0.868,0,4.1,5.38,7.8,-12.29
8075,2024-10-21T16:30:03.800,-27.4531798,153.2018075,2.4,12.76,-0.278,0.915,0,4.9,3.55,7.65,-11.15
8076,2024-10-21T16:30:03.880,-27.453182,153.2018078,2.4,11.13,-0.28,0.934,0,6.4,1.54,6.12,-12.61
8077,2024-10-21T16:30:03.920,-27.4531831,153.2018078,2.3,10.86,-0.284,0.916,0,7.6,-0.54,3.95,-15.26
8078,2024-10-21T16:30:03.960,-27.4531841,153.2018078,2.4,10.84,-0.286,0.87,0,9.3,-2.87,1.43,-17.77
8079,2024-10-21T16:30:04.040,-27.453186,153.2018076,2.4,9.59,-0.287,0.81,0,10.7,-5.63,-0.98,-18.67
8080,2024-10-21T16:30:04.080,-27.4531872,153.2018075,2.4,10.2,-0.291,0.752,0,10.7,-8.3,-2.78,-17.31
8081,2024-10-21T16:30:04.120,-27.4531884,153.2018074,2.4,10.65,-0.298,0.692,0,10.2,-10.98,-4.06,-14.6
8082,2024-10-21T16:30:04.160,-27.4531895,153.2018071,2.4,10.59,-0.306,0.642,0,9.5,-13.82,-5.16,-11.05
8083,2024-10-21T16:30:04.200,-27.4531905,153.2018066,2.4,10.4,-0.316,0.603,0,8.2,-16.33,-6.07,-7.36
8084,2024-10-21T16:30:04.240,-27.4531915,153.2018062,2.4,10.51,-0.324,0.596,0,6.6,-18.06,-6.85,-4.08
8085,2024-10-21T16:30:04.280,-27.4531926,153.2018057,2.4,11.19,-0.333,0.617,0,4.7,-18.72,-7.36,-0.63
8086,2024-10-21T16:30:04.320,-27.4531938,153.2018052,2.4,11.39,-0.339,0.673,0,2.7,-18.09,-7.6,2.83
8087,2024-10-21T16:30:04.360,-27.453195,153.2018046,2.5,11.55,-0.347,0.735,0,0.9,-15.83,-7.41,6.05
8088,2024-10-21T16:30:04.440,-27.4531974,153.2018036,2.5,12.25,-0.357,0.8,0,-1.1,-12.74,-6.69,9.12
8089,2024-10-21T16:30:04.480,-27.4531986,153.2018032,2.5,12.32,-0.377,0.842,0,-2,-9.84,-5.53,11.97
8090,2024-10-21T16:30:04.520,-27.4531996,153.2018027,2.5,12.06,-0.398,0.868,0,-2.9,-7.81,-4.12,14.41
8091,2024-10-21T16:30:04.560,-27.4532008,153.2018022,2.4,12.32,-0.422,0.873,0,-4.3,-7.32,-2.63,16.6
8092,2024-10-21T16:30:04.600,-27.4532023,153.2018017,2.4,13.22,-0.431,0.877,0,-5.7,-8.39,-1.3,18.25
8093,2024-10-21T16:30:04.680,-27.4532048,153.2018007,2.4,12.98,-0.41,0.918,0,-6.8,-9.59,-0.36,19.11
8094,2024-10-21T16:30:04.720,-27.4532063,153.2018004,2.4,13.65,-0.367,0.975,0,-8.3,-9.63,0.41,19.49
8095,2024-10-21T16:30:04.760,-27.4532078,153.2018,2.5,14.11,-0.312,1.041,0,-8.3,-8.29,1.17,19.69
8096,2024-10-21T16:30:04.800,-27.4532093,153.2017998,2.5,14.1,-0.262,1.08,0,-8.1,-5.26,2.23,19.76
8097,2024-10-21T16:30:04.880,-27.453212,153.2017993,2.5,13.63,-0.227,1.088,0,-8,-1.7,3.37,19.22
8098,2024-10-21T16:30:04.920,-27.4532132,153.2017993,2.5,12.78,-0.217,1.05,0,-7.5,0.85,4.37,18.34
8099,2024-10-21T16:30:04.960,-27.4532143,153.2017993,2.5,12.36,-0.212,0.995,0,-6,1.82,4.85,16.94
8100,2024-10-21T16:30:05.040,-27.453217,153.201799,2.5,13.02,-0.206,0.95,0,-5.1,1.75,4.65,14.88
8101,2024-10-21T16:30:05.080,-27.4532184,153.2017989,2.5,12.84,-0.194,0.936,0,-4.4,1.02,3.53,11.85
8102,2024-10-21T16:30:05.120,-27.4532196,153.2017988,2.5,12.36,-0.178,0.946,0,-3.4,0.33,1.98,8.5
8103,2024-10-21T16:30:05.160,-27.4532206,153.2017989,2.5,11.68,-0.16,0.975,0,-2.5,0.36,0,4.1
8104,2024-10-21T16:30:05.200,-27.4532218,153.2017991,2.6,11.39,-0.149,1.001,0,-1.1,1.01,-1.92,-0.66
8105,2024-10-21T16:30:05.240,-27.4532228,153.2017994,2.6,11.12,-0.147,0.998,0,0.8,1.9,-3.47,-5.21
8106,2024-10-21T16:30:05.280,-27.4532239,153.2017995,2.6,10.85,-0.148,0.97,0,2.6,2.82,-4.3,-8.6
8107,2024-10-21T16:30:05.320,-27.4532251,153.2017996,2.6,10.97,-0.15,0.918,0,4.2,3.46,-4.47,-10.43
8108,2024-10-21T16:30:05.360,-27.4532263,153.2017996,2.6,11.2,-0.155,0.846,0,4.9,3.71,-3.94,-10.11
8109,2024-10-21T16:30:05.400,-27.4532276,153.2017994,2.6,11.1,-0.161,0.769,0,4.6,3.25,-3.02,-8.1
8110,2024-10-21T16:30:05.440,-27.4532285,153.2017991,2.7,10.81,-0.171,0.687,0,3.7,1.87,-2.03,-4.71
8111,2024-10-21T16:30:05.480,-27.4532297,153.2017987,2.7,10.58,-0.185,0.617,0,1.7,-0.79,-1.32,-0.56
8112,2024-10-21T16:30:05.560,-27.4532318,153.2017983,2.7,10.97,-0.195,0.59,0,-0.4,-3.73,-1.12,3.43
8113,2024-10-21T16:30:05.600,-27.453233,153.2017979,2.7,11.61,-0.197,0.609,0,-1.4,-5.91,-1.2,6.67
8114,2024-10-21T16:30:05.640,-27.4532341,153.2017975,2.6,11.52,-0.193,0.659,0,-3.4,-6.69,-1.4,8.97
8115,2024-10-21T16:30:05.680,-27.4532352,153.2017972,2.6,11.41,-0.183,0.775,0,-5,-4.97,-1.22,10.36
8116,2024-10-21T16:30:05.760,-27.4532374,153.2017967,2.6,10.54,-0.195,0.865,0,-5.9,-1.77,-0.14,10.81
8117,2024-10-21T16:30:05.840,-27.4532395,153.2017961,2.6,10.53,-0.221,0.932,0,-6.6,1.31,1.4,10.08
8118,2024-10-21T16:30:05.880,-27.4532406,153.2017961,2.6,10.71,-0.25,0.998,0,-7.5,3.93,2.58,8.16
8119,2024-10-21T16:30:05.960,-27.4532426,153.2017958,2.6,10.02,-0.271,1.069,0,-7.2,6.75,3.01,4.8
8120,2024-10-21T16:30:06.040,-27.4532446,153.2017958,2.6,10.29,-0.282,1.09,0,-7.3,8.72,2.87,0.99
8121,2024-10-21T16:30:06.080,-27.4532457,153.2017959,2.6,10.35,-0.277,1.089,0,-6.8,9.95,1.98,-2.82
8122,2024-10-21T16:30:06.120,-27.4532469,153.2017961,2.6,10.9,-0.266,1.061,0,-4.7,11,0.67,-6.15
8123,2024-10-21T16:30:06.160,-27.4532482,153.2017964,2.7,11.4,-0.254,1.001,0,-2,11.56,-0.66,-8.81
8124,2024-10-21T16:30:06.200,-27.4532494,153.2017967,2.7,11.9,-0.249,0.915,0,0.5,11.12,-1.89,-10.55
8125,2024-10-21T16:30:06.240,-27.4532509,153.2017969,2.7,12.54,-0.247,0.837,0,2.4,10.14,-3.25,-11.8
8126,2024-10-21T16:30:06.280,-27.4532519,153.2017972,2.7,12.08,-0.239,0.795,0,4.3,9.18,-4.61,-12.55
8127,2024-10-21T16:30:06.320,-27.453253,153.2017974,2.7,11.31,-0.217,0.811,0,6.1,8.57,-5.91,-12.82
8128,2024-10-21T16:30:06.360,-27.4532542,153.2017975,2.7,11.64,-0.187,0.853,0,7.4,8.66,-7.08,-12.69
8129,2024-10-21T16:30:06.440,-27.4532564,153.2017978,2.7,11.02,-0.177,0.857,0,8,9,-8.41,-13.42
8130,2024-10-21T16:30:06.520,-27.4532585,153.201798,2.7,9.91,-0.169,0.879,0,8.6,8.78,-10.25,-15.06
8131,2024-10-21T16:30:06.600,-27.4532604,153.201798,2.7,9.58,-0.16,0.885,0,9.2,8.65,-12.02,-16.51
8132,2024-10-21T16:30:06.640,-27.4532614,153.201798,2.8,9.67,-0.184,0.787,0,9.7,7.53,-13.69,-17.17
8133,2024-10-21T16:30:06.720,-27.4532635,153.201798,2.8,10.54,-0.211,0.667,0,10.4,5.18,-15.25,-16.86
8134,2024-10-21T16:30:06.760,-27.4532646,153.2017976,2.8,10.74,-0.229,0.562,0,10.7,2.31,-16.33,-14.96
8135,2024-10-21T16:30:06.800,-27.4532659,153.2017971,2.8,11.55,-0.245,0.459,0,9.4,-0.23,-16.47,-11.03
8136,2024-10-21T16:30:06.840,-27.4532671,153.2017966,2.8,12.12,-0.253,0.403,0,8.1,-2.42,-16.04,-6.22
8137,2024-10-21T16:30:06.880,-27.4532684,153.201796,2.9,13.06,-0.244,0.424,0,7,-3.41,-14.96,-1.15
8138,2024-10-21T16:30:06.920,-27.4532698,153.2017953,2.9,13.85,-0.23,0.519,0,5.8,-2.86,-13.26,3.65
8139,2024-10-21T16:30:06.960,-27.4532711,153.2017947,2.9,14.05,-0.226,0.641,0,5,-1.15,-11.18,7.08
8140,2024-10-21T16:30:07.040,-27.4532736,153.2017937,2.9,12.96,-0.238,0.754,0,4.7,0.74,-9.22,7.82
8141,2024-10-21T16:30:07.080,-27.4532747,153.2017933,2.9,12.41,-0.264,0.825,0,4.9,1.88,-7.67,6.01
8142,2024-10-21T16:30:07.120,-27.453276,153.2017929,2.9,12.57,-0.281,0.878,0,5.7,2.31,-6.71,1.97
8143,2024-10-21T16:30:07.200,-27.4532786,153.2017923,2.9,13.41,-0.28,0.887,0,6.8,2.06,-5.86,-2.7
8144,2024-10-21T16:30:07.240,-27.45328,153.2017919,2.9,13.73,-0.261,0.846,0,7.7,1.13,-4.56,-5.88
8145,2024-10-21T16:30:07.280,-27.4532814,153.2017914,2.9,13.96,-0.22,0.797,0,8.6,-0.08,-2.72,-6.74
8146,2024-10-21T16:30:07.320,-27.4532827,153.2017908,2.9,14.17,-0.168,0.754,0,8.4,-1.15,-0.31,-5.35
8147,2024-10-21T16:30:07.360,-27.4532841,153.2017899,2.9,14.52,-0.12,0.72,0,6.6,-1.94,2.38,-2.13
8148,2024-10-21T16:30:07.400,-27.4532854,153.2017892,2.9,14.5,-0.084,0.701,0,4.7,-2.74,4.92,1.83
8149,2024-10-21T16:30:07.440,-27.4532868,153.2017885,2.9,14.67,-0.056,0.722,0,3,-3.18,6.83,5.21
8150,2024-10-21T16:30:07.480,-27.4532881,153.2017878,2.9,14.68,-0.037,0.77,0,2.1,-3.03,8.19,7.8
8151,2024-10-21T16:30:07.520,-27.4532896,153.201787,2.9,14.75,-0.03,0.822,0,1.6,-2.34,9.1,9.51
8152,2024-10-21T16:30:07.560,-27.4532908,153.2017861,2.9,14.55,-0.034,0.861,0,1.4,-1.27,9.72,10.32
8153,2024-10-21T16:30:07.600,-27.4532922,153.2017856,3,14.6,-0.056,0.87,0,0.8,0.08,10.1,10.24
8154,2024-10-21T16:30:07.640,-27.4532936,153.2017849,3,14.46,-0.098,0.848,0,1.3,0.97,10.07,9.11
8155,2024-10-21T16:30:07.680,-27.4532949,153.2017842,3,14.31,-0.145,0.823,0,1.5,1.42,9.52,6.93
8156,2024-10-21T16:30:07.720,-27.4532963,153.2017836,3,14.19,-0.188,0.817,0,1.9,1.33,8.43,3.91
8157,2024-10-21T16:30:07.760,-27.4532975,153.201783,3,14.06,-0.212,0.864,0,1.9,1.19,6.78,0.08
8158,2024-10-21T16:30:07.800,-27.4532988,153.2017823,3,14.01,-0.224,0.919,0,2.2,1.18,5.03,-3.92
8159,2024-10-21T16:30:07.840,-27.4533002,153.2017818,3,13.89,-0.226,0.965,0,2.7,1.3,3.5,-7.5
8160,2024-10-21T16:30:07.880,-27.4533015,153.2017813,3,13.8,-0.228,0.97,0,3,1.19,2.42,-10.27
8161,2024-10-21T16:30:07.920,-27.4533028,153.2017808,3.1,13.41,-0.234,0.917,0,3.4,0.2,1.84,-11.83
8162,2024-10-21T16:30:07.960,-27.453304,153.2017803,3,13.38,-0.238,0.819,0,3.8,-2.37,1.77,-11.19
8163,2024-10-21T16:30:08.040,-27.4533067,153.2017787,3.1,14.66,-0.238,0.73,0,3.1,-5.69,1.82,-8.87
8164,2024-10-21T16:30:08.080,-27.453308,153.2017778,3.1,15.05,-0.231,0.669,0,1.9,-9.13,1.87,-5.63
8165,2024-10-21T16:30:08.160,-27.4533109,153.201776,3.1,15.81,-0.223,0.645,0,-0.2,-11.87,1.82,-1.86
8166,2024-10-21T16:30:08.200,-27.4533124,153.2017751,3.1,15.6,-0.213,0.654,0,-0.7,-13.32,1.82,1.6
8167,2024-10-21T16:30:08.240,-27.4533136,153.2017742,3.1,15.25,-0.215,0.676,0,-0.8,-13.16,1.91,3.95
8168,2024-10-21T16:30:08.280,-27.453315,153.2017734,3,15.82,-0.223,0.729,0,-0.7,-11.77,2.15,5.09
8169,2024-10-21T16:30:08.320,-27.4533165,153.2017723,3,16.09,-0.223,0.819,0,-0.3,-9.51,2.48,5.29
8170,2024-10-21T16:30:08.360,-27.4533178,153.2017715,3,15.67,-0.206,0.978,0,-0.8,-6.16,2.79,4.34
8171,2024-10-21T16:30:08.400,-27.4533191,153.2017707,3,14.74,-0.189,1.164,0,-0.6,-1.93,3.13,2.68
8172,2024-10-21T16:30:08.440,-27.4533203,153.2017701,3,13.83,-0.186,1.31,0,0.1,2.27,3.12,0.09
8173,2024-10-21T16:30:08.520,-27.4533229,153.2017689,3.1,13.98,-0.214,1.318,0,1.3,4.57,2.22,-3.29
8174,2024-10-21T16:30:08.560,-27.4533244,153.2017684,3.1,14.29,-0.248,1.26,0,2.2,5.07,0.35,-7.02
8175,2024-10-21T16:30:08.600,-27.4533257,153.201768,3.1,13.96,-0.292,1.115,0,4,3.62,-3.05,-11.37
8176,2024-10-21T16:30:08.680,-27.4533286,153.2017669,3.1,14.7,-0.325,0.936,0,5.4,1.25,-7.36,-15.17
8177,2024-10-21T16:30:08.720,-27.4533302,153.2017661,3.1,15.71,-0.335,0.76,0,5.9,-1.45,-11.52,-16.61
8178,2024-10-21T16:30:08.800,-27.4533332,153.2017646,3.2,15.87,-0.313,0.634,0,5.4,-3.96,-14.39,-14.61
8179,2024-10-21T16:30:08.880,-27.4533361,153.2017627,3.2,16.5,-0.286,0.532,0,5,-6.08,-15.79,-10.73
8180,2024-10-21T16:30:08.920,-27.4533378,153.2017617,3.2,17.15,-0.26,0.467,0,4.1,-7.65,-15.32,-5.26
8181,2024-10-21T16:30:08.960,-27.4533391,153.2017602,3.2,17.6,-0.238,0.443,0,2.8,-8.89,-12.72,1.56
8182,2024-10-21T16:30:09.040,-27.4533425,153.2017579,3.2,19.28,-0.223,0.48,0,0.3,-9.44,-9.39,7.53
8183,2024-10-21T16:30:09.080,-27.453344,153.2017567,3.2,19.61,-0.189,0.651,0,0,-8.08,-6.11,11.39
8184,2024-10-21T16:30:09.120,-27.4533457,153.2017553,3.1,19.57,-0.176,0.815,0,-1.3,-5.05,-2.68,13.68
8185,2024-10-21T16:30:09.160,-27.4533472,153.2017543,3.2,18.73,-0.165,1.012,0,-2.5,-0.6,0.81,14.34
8186,2024-10-21T16:30:09.200,-27.4533487,153.2017534,3.2,17.59,-0.156,1.178,0,-2.3,3.56,3.5,12.82
8187,2024-10-21T16:30:09.240,-27.4533503,153.2017525,3.2,17.51,-0.183,1.202,0,-1.6,6.19,5.82,10.12
8188,2024-10-21T16:30:09.280,-27.4533518,153.2017516,3.1,17.16,-0.209,1.188,0,-0.5,7.43,7.59,6.65
8189,2024-10-21T16:30:09.320,-27.4533533,153.2017507,3.1,17.29,-0.223,1.155,0,0.5,6.69,8.49,3.01
8190,2024-10-21T16:30:09.360,-27.4533549,153.2017497,3.1,17.47,-0.221,1.072,0,0.9,5.11,8.71,-0.08
8191,2024-10-21T16:30:09.400,-27.4533565,153.2017488,3.1,17.54,-0.211,0.993,0,1.1,3.27,8.56,-1.94
8192,2024-10-21T16:30:09.440,-27.4533579,153.2017481,3.2,16.85,-0.18,0.976,0,1.5,1.94,8.04,-2.86
8193,2024-10-21T16:30:09.480,-27.4533594,153.2017471,3.2,17.21,-0.163,0.948,0,2,0.54,7.02,-3.52
8194,2024-10-21T16:30:09.560,-27.4533625,153.2017453,3.2,17.33,-0.148,0.936,0,2,-0.12,5.62,-4.58
8195,2024-10-21T16:30:09.600,-27.4533641,153.2017444,3.2,17.3,-0.145,0.934,0,2.8,-0.73,4.14,-5.6
8196,2024-10-21T16:30:09.640,-27.4533656,153.2017435,3.2,17.18,-0.152,0.913,0,3.7,-1.39,2.75,-6.43
8197,2024-10-21T16:30:09.680,-27.4533671,153.2017425,3.2,17.11,-0.17,0.867,0,4,-2.37,1.58,-6.72
8198,2024-10-21T16:30:09.720,-27.4533688,153.2017414,3.3,17.96,-0.184,0.842,0,3.7,-2.74,0.7,-6.27
8199,2024-10-21T16:30:09.760,-27.4533704,153.2017402,3.3,18.46,-0.198,0.819,0,3.4,-3.23,-0.03,-5.18
8200,2024-10-21T16:30:09.800,-27.4533721,153.2017392,3.3,18.48,-0.211,0.793,0,3.5,-3.28,-0.82,-4.16
8201,2024-10-21T16:30:09.840,-27.4533736,153.2017382,3.3,17.8,-0.219,0.78,0,3.2,-3.11,-1.72,-3.5
8202,2024-10-21T16:30:09.880,-27.4533752,153.2017371,3.3,18.17,-0.225,0.773,0,2.6,-3.11,-2.7,-3.09
8203,2024-10-21T16:30:09.920,-27.4533768,153.2017359,3.3,18.87,-0.233,0.755,0,2.6,-3.38,-3.44,-2.66
8204,2024-10-21T16:30:09.960,-27.4533786,153.2017349,3.3,18.91,-0.238,0.758,0,2.4,-3.66,-3.7,-1.82
8205,2024-10-21T16:30:10.040,-27.4533817,153.2017325,3.3,18.89,-0.235,0.77,0,2.1,-3.93,-3.44,-0.39
8206,2024-10-21T16:30:10.120,-27.453385,153.20173,3.3,19.88,-0.23,0.789,0,1.4,-3.77,-2.77,1.35
8207,2024-10-21T16:30:10.160,-27.4533866,153.2017287,3.3,19.71,-0.221,0.827,0,0.8,-2.9,-1.74,3.26
8208,2024-10-21T16:30:10.200,-27.4533882,153.2017275,3.3,19.34,-0.214,0.885,0,-0.5,-1.9,-0.51,5.18
8209,2024-10-21T16:30:10.240,-27.4533898,153.2017262,3.3,19.26,-0.209,0.939,0,-1.1,-0.7,0.63,6.69
8210,2024-10-21T16:30:10.280,-27.4533914,153.2017249,3.3,19.31,-0.21,0.98,0,-1.6,0.47,1.58,7.59
8211,2024-10-21T16:30:10.320,-27.4533929,153.2017237,3.3,19.39,-0.208,1.018,0,-2,1.58,2.02,7.52
8212,2024-10-21T16:30:10.360,-27.4533947,153.2017225,3.3,19.16,-0.205,1.051,0,-1.9,2.09,1.95,6.45
8213,2024-10-21T16:30:10.400,-27.4533963,153.2017215,3.3,19.04,-0.209,1.052,0,-1.6,3.2,1.26,4.28
8214,2024-10-21T16:30:10.440,-27.4533978,153.2017204,3.3,18.94,-0.216,1.055,0,-0.8,3.92,0.27,1.61
8215,2024-10-21T16:30:10.480,-27.4533996,153.2017194,3.3,18.58,-0.229,1.051,0,-0.4,3.98,-0.98,-1.09
8216,2024-10-21T16:30:10.520,-27.4534011,153.2017184,3.4,18.48,-0.24,1.035,0,0,3.7,-2.15,-3.28
8217,2024-10-21T16:30:10.560,-27.4534029,153.2017172,3.4,18.91,-0.245,1.024,0,0.3,3.15,-3.28,-4.69
8218,2024-10-21T16:30:10.600,-27.4534047,153.2017161,3.4,19.79,-0.24,1.023,0,0.3,1.91,-4.27,-5.14
8219,2024-10-21T16:30:10.640,-27.4534063,153.2017148,3.4,19.65,-0.231,1.022,0,-0.4,0.64,-5.21,-4.74
8220,2024-10-21T16:30:10.680,-27.453408,153.2017137,3.4,19.42,-0.221,1.001,0,-1.4,-0.79,-6.14,-3.37
8221,2024-10-21T16:30:10.760,-27.4534114,153.2017112,3.4,19.93,-0.213,0.952,0,-1.7,-2.31,-7.16,-1.51
8222,2024-10-21T16:30:10.800,-27.4534131,153.20171,3.4,20.19,-0.21,0.88,0,-1.8,-3.12,-8.1,0.33
8223,2024-10-21T16:30:10.840,-27.4534149,153.2017088,3.5,20.5,-0.208,0.806,0,-1.6,-3.06,-8.94,2.15
8224,2024-10-21T16:30:10.880,-27.4534169,153.2017074,3.5,21.27,-0.209,0.739,0,-2.2,-2.15,-9.58,3.99
