Record,Time,Latitude,Longitude,Altitude,Speed,GForceX,GForceZ,Lap,LeanAngle,GyroX,GyroY,GyroZ
7813,2024-10-21T16:29:51.640,-27.4529784,153.2017961,3.7,0.63,-0.04,0.864,0,8.9,-19.53,-22.91,-22.04
7814,2024-10-21T16:29:51.680,-27.4529786,153.201796,3.7,0.22,-0.006,0.832,0,9.1,-19.51,-20.57,-11.65
7815,2024-10-21T16:29:51.720,-27.4529792,153.2017956,3.6,1.11,0.01,0.783,0,9.3,-18.77,-18.2,-1.74
7816,2024-10-21T16:29:51.760,-27.4529799,153.2017952,3.5,2.58,0.009,0.749,0,6.4,-17.7,-15.79,7
7817,2024-10-21T16:29:51.800,-27.4529807,153.2017947,3.5,3.52,0.006,0.782,0,3.1,-15.94,-13.54,13.35
7818,2024-10-21T16:29:51.840,-27.452981,153.2017945,3.5,3.47,-0.008,0.794,0,2.1,-14.15,-11.25,18.21
7819,2024-10-21T16:29:51.880,-27.4529813,153.2017943,3.5,3.21,-0.032,0.807,0,2.3,-12.32,-8.64,21.37
7820,2024-10-21T16:29:51.920,-27.4529817,153.2017942,3.4,3.18,-0.053,0.824,0,2.7,-10.41,-5.16,24.17
7821,2024-10-21T16:29:51.960,-27.4529823,153.201794,3.4,3.74,-0.046,0.884,0,3.4,-7.74,-1.22,26.74
7822,2024-10-21T16:29:52.040,-27.4529831,153.2017936,3.4,4.59,-0.025,0.923,0,4.5,-4.2,2.2,28.66
7823,2024-10-21T16:29:52.080,-27.4529834,153.2017936,3.4,4.37,-0.001,0.985,0,3.8,-0.19,4.86,29.7
7824,2024-10-21T16:29:52.120,-27.4529837,153.2017936,3.3,3.61,0.016,1.038,0,3.2,3.56,6.63,29.71
7825,2024-10-21T16:29:52.160,-27.4529838,153.2017937,3.3,3.14,0.02,1.094,0,3,6.86,7.38,28.22
7826,2024-10-21T16:29:52.200,-27.4529839,153.2017939,3.2,2.51,0.007,1.103,0,2.8,9.03,7.44,25.33
7827,2024-10-21T16:29:52.240,-27.4529839,153.2017942,3.2,1.81,-0.008,1.119,0,2.9,10.34,7.42,21.07
7828,2024-10-21T16:29:52.280,-27.4529837,153.2017945,3.2,0.98,-0.012,1.133,0,3.3,11.55,7.26,15.82
7829,2024-10-21T16:29:52.320,-27.4529836,153.2017947,3.2,0.35,0,1.138,0,3.5,13.22,6.89,9.7
7830,2024-10-21T16:29:52.360,-27.4529835,153.2017949,3.1,0.07,0.017,1.121,0,3.8,14.62,6.45,3.9
7831,2024-10-21T16:29:52.400,-27.4529835,153.2017949,3.1,0.59,0.042,1.103,0,3.9,15.57,5.99,-0.92
7832,2024-10-21T16:29:52.440,-27.4529834,153.2017951,3.1,0.63,0.067,1.07,0,2.3,15.83,5.59,-4.04
7833,2024-10-21T16:29:52.480,-27.4529834,153.2017952,3.1,0.49,0.091,1.047,0,0.7,15.12,5.3,-5.34
7834,2024-10-21T16:29:52.520,-27.4529835,153.2017952,3.1,0.37,0.106,1.031,0,0.3,14.06,5.01,-5.21
7835,2024-10-21T16:29:52.560,-27.4529836,153.2017952,3.1,0.9,0.112,1.019,0,0.2,13.37,4.55,-4.58
7836,2024-10-21T16:29:52.600,-27.4529836,153.2017953,3,1.32,0.109,1.01,0,1.9,12.95,3.97,-3.84
7837,2024-10-21T16:29:52.640,-27.4529835,153.2017954,3,1.18,0.103,1.007,0,2.3,12.71,3.31,-3.26
7838,2024-10-21T16:29:52.680,-27.4529833,153.2017955,3,1.41,0.096,1.005,0,2,12.97,2.6,-3.07
7839,2024-10-21T16:29:52.720,-27.4529833,153.2017953,2.9,1.57,0.092,1.005,0,0.8,13.38,1.83,-3.01
7840,2024-10-21T16:29:52.760,-27.4529831,153.2017953,2.9,1.71,0.087,1.008,0,0.5,14.03,0.99,-3.21
7841,2024-10-21T16:29:52.800,-27.4529829,153.2017953,2.9,1.8,0.072,0.995,0,0.3,15.06,0.07,-3.93
7842,2024-10-21T16:29:52.840,-27.4529827,153.2017952,2.9,2.1,0.044,0.968,0,-0.3,16.22,-0.86,-5.31
7843,2024-10-21T16:29:52.880,-27.4529826,153.2017951,2.9,2.26,0.004,0.941,0,-1,17.15,-1.71,-7.34
7844,2024-10-21T16:29:52.920,-27.4529825,153.201795,2.8,2.46,-0.05,0.907,0,-1.4,17.89,-2.3,-9.98
7845,2024-10-21T16:29:52.960,-27.4529824,153.201795,2.8,2.34,-0.109,0.879,0,-1.8,18.18,-2.42,-12.59
7846,2024-10-21T16:29:53.040,-27.4529823,153.2017949,2.9,1.41,-0.156,0.858,0,-2,18.3,-1.91,-14.5
7847,2024-10-21T16:29:53.080,-27.4529823,153.2017949,2.9,1.31,-0.183,0.859,0,-2.3,18.1,-1.18,-15.6
7848,2024-10-21T16:29:53.120,-27.4529823,153.2017949,2.9,1.33,-0.193,0.861,0,-2.1,17.56,-0.4,-15.89
7849,2024-10-21T16:29:53.160,-27.4529822,153.2017949,2.9,1.56,-0.188,0.874,0,-2.2,16.59,0.24,-15.38
7850,2024-10-21T16:29:53.200,-27.4529822,153.2017949,2.9,1.64,-0.182,0.884,0,-2.6,15.04,0.67,-14.24
7851,2024-10-21T16:29:53.240,-27.4529822,153.201795,2.9,1.54,-0.179,0.892,0,-2.9,13.12,0.82,-12.87
7852,2024-10-21T16:29:53.280,-27.4529821,153.2017949,2.9,1.7,-0.178,0.895,0,-2.9,11.21,0.94,-11.36
7853,2024-10-21T16:29:53.320,-27.452982,153.2017949,3,1.55,-0.174,0.907,0,-2.9,9.45,1.03,-10.02
7854,2024-10-21T16:29:53.360,-27.452982,153.2017949,3,1.31,-0.168,0.914,0,-3.5,7.99,1.07,-9.03
7855,2024-10-21T16:29:53.400,-27.4529819,153.2017949,3,0.82,-0.157,0.924,0,-3.8,7,1.09,-8.51
7856,2024-10-21T16:29:53.440,-27.452982,153.201795,3,0.68,-0.142,0.938,0,-4.2,6.38,1.05,-8.31
7857,2024-10-21T16:29:53.480,-27.4529821,153.2017949,3,1.4,-0.13,0.949,0,-4.3,6.23,0.97,-8.26
7858,2024-10-21T16:29:53.520,-27.4529823,153.2017949,3,1.51,-0.122,0.952,0,-3.3,6.53,0.94,-8.08
7859,2024-10-21T16:29:53.560,-27.4529824,153.2017949,3,1.68,-0.12,0.955,0,-3.1,7.08,0.91,-7.78
7860,2024-10-21T16:29:53.640,-27.4529827,153.2017948,3,1.19,-0.122,0.953,0,-3.1,7.18,0.8,-7.6
7861,2024-10-21T16:29:53.680,-27.4529829,153.2017949,3.1,1.14,-0.124,0.955,0,-3.2,6.84,0.62,-7.56
7862,2024-10-21T16:29:53.720,-27.4529831,153.2017949,3.1,1.13,-0.124,0.955,0,-2.9,5.88,0.37,-7.66
7863,2024-10-21T16:29:53.760,-27.4529833,153.2017949,3.1,1.13,-0.122,0.957,0,-2.5,4.64,0.06,-7.89
7864,2024-10-21T16:29:53.800,-27.4529835,153.2017948,3.1,1.22,-0.118,0.956,0,-2,2.92,-0.22,-8.22
7865,2024-10-21T16:29:53.840,-27.4529836,153.2017947,3.1,1.49,-0.113,0.953,0,-1.7,1.2,-0.45,-8.59
7866,2024-10-21T16:29:53.880,-27.4529839,153.2017946,3.1,1.59,-0.109,0.947,0,-1.6,-0.75,-0.74,-9.29
7867,2024-10-21T16:29:53.920,-27.4529842,153.2017946,3.2,1.86,-0.104,0.944,0,-1.3,-2.66,-1.12,-10.39
7868,2024-10-21T16:29:53.960,-27.4529845,153.2017946,3.2,1.91,-0.093,0.945,0,-0.8,-4.13,-1.74,-12.07
7869,2024-10-21T16:29:54.040,-27.4529849,153.2017945,3.2,1.8,-0.081,0.942,0,-0.3,-4.95,-2.37,-13.67
7870,2024-10-21T16:29:54.080,-27.4529851,153.2017942,3.1,1.97,-0.063,0.958,0,-0.3,-5.2,-2.91,-14.88
7871,2024-10-21T16:29:54.120,-27.4529852,153.2017942,3.2,1.97,-0.045,0.993,0,-1.2,-5.4,-3.34,-15.53
7872,2024-10-21T16:29:54.160,-27.4529854,153.201794,3.2,2.47,-0.033,1.027,0,-1.4,-5.31,-3.75,-15.7
7873,2024-10-21T16:29:54.200,-27.4529856,153.201794,3.2,2.53,-0.026,1.066,0,-1.8,-5.17,-4,-15.27
7874,2024-10-21T16:29:54.240,-27.4529858,153.201794,3.2,2.66,-0.034,1.081,0,-1.7,-4.76,-4.19,-14.56
7875,2024-10-21T16:29:54.280,-27.4529862,153.2017937,3.2,3.07,-0.051,1.086,0,-1.3,-3.21,-4.32,-13.83
7876,2024-10-21T16:29:54.320,-27.4529864,153.2017936,3.2,3.2,-0.08,1.056,0,-1.3,-0.26,-4.22,-13.23
7877,2024-10-21T16:29:54.360,-27.4529866,153.2017935,3.2,3.09,-0.113,1.025,0,-1.7,3.41,-3.84,-12.61
7878,2024-10-21T16:29:54.400,-27.4529868,153.2017932,3.2,3.46,-0.161,0.954,0,-2.4,8.15,-2.76,-11.13
7879,2024-10-21T16:29:54.480,-27.4529876,153.2017928,3.2,4.64,-0.201,0.918,0,-3.3,12.34,-0.93,-8.14
7880,2024-10-21T16:29:54.520,-27.4529881,153.2017924,3.2,5,-0.234,0.881,0,-3.8,15.07,1.22,-4.19
7881,2024-10-21T16:29:54.560,-27.4529885,153.2017922,3.2,4.85,-0.251,0.896,0,-4.4,15.78,3.4,0.42
7882,2024-10-21T16:29:54.600,-27.4529889,153.2017919,3.2,4.68,-0.259,0.915,0,-4.4,14.82,5.23,5.03
7883,2024-10-21T16:29:54.640,-27.4529894,153.2017919,3.2,4.38,-0.253,0.953,0,-4.1,12.42,6.18,8.84
7884,2024-10-21T16:29:54.680,-27.4529901,153.2017919,3.2,4.89,-0.237,0.986,0,-3.2,9.59,6.01,11.33
7885,2024-10-21T16:29:54.720,-27.4529908,153.2017918,3.2,5.73,-0.214,1.01,0,-2.1,7.21,5.02,12.71
7886,2024-10-21T16:29:54.760,-27.4529915,153.2017916,3.2,6.39,-0.192,0.987,0,-1.3,6.28,3.43,12.97
7887,2024-10-21T16:29:54.800,-27.4529922,153.2017913,3.2,6.36,-0.162,0.984,0,-1.7,5.83,1.55,12.12
7888,2024-10-21T16:29:54.840,-27.4529929,153.2017913,3.2,6.02,-0.142,0.953,0,-2.2,6.43,-0.5,9.44
7889,2024-10-21T16:29:54.880,-27.4529933,153.2017913,3.2,5.01,-0.133,0.906,0,-2.5,7.89,-2.32,5.29
7890,2024-10-21T16:29:54.920,-27.4529938,153.2017914,3.2,3.71,-0.136,0.868,0,-2.3,8.86,-3.9,0.11
7891,2024-10-21T16:29:54.960,-27.4529941,153.2017916,3.2,2.92,-0.157,0.803,0,-1.7,9.31,-4.79,-6.17
7892,2024-10-21T16:29:55.040,-27.4529947,153.2017917,3.2,2.64,-0.186,0.728,0,-0.9,8.76,-4.43,-11.16
7893,2024-10-21T16:29:55.080,-27.452995,153.2017918,3.2,2.86,-0.211,0.67,0,-0.7,7.12,-2.91,-13.5
7894,2024-10-21T16:29:55.120,-27.4529954,153.2017917,3.2,3.42,-0.23,0.623,0,-0.3,4.39,-0.49,-12.98
7895,2024-10-21T16:29:55.160,-27.452996,153.2017917,3.2,4.52,-0.241,0.605,0,-1.3,2.05,2.8,-9.39
7896,2024-10-21T16:29:55.200,-27.4529966,153.2017917,3.2,4.77,-0.251,0.641,0,-2.8,-0.3,6.35,-3.36
7897,2024-10-21T16:29:55.280,-27.4529975,153.2017916,3.2,4.62,-0.267,0.701,0,-3.7,-2.51,9.28,2.18
7898,2024-10-21T16:29:55.320,-27.4529979,153.2017917,3.1,4.01,-0.281,0.796,0,-4.2,-4.05,11.64,6.21
7899,2024-10-21T16:29:55.400,-27.4529989,153.2017921,3.1,4.93,-0.3,0.879,0,-4.2,-3.48,13.52,7.93
7900,2024-10-21T16:29:55.480,-27.4530002,153.2017923,3.1,5.53,-0.312,0.937,0,-3.8,-2.67,14.77,7.46
7901,2024-10-21T16:29:55.520,-27.4530009,153.2017925,3,5.94,-0.31,0.985,0,-4,-1.88,15.53,5.78
7902,2024-10-21T16:29:55.560,-27.4530015,153.2017925,3,5.7,-0.297,1.013,0,-4.9,-0.05,16.22,4.16
7903,2024-10-21T16:29:55.600,-27.4530022,153.2017925,2.9,5.61,-0.279,1.043,0,-5.9,2.16,16.8,3.13
7904,2024-10-21T16:29:55.640,-27.4530029,153.2017925,2.9,5.71,-0.261,1.073,0,-7.5,3.8,17.24,2.95
7905,2024-10-21T16:29:55.680,-27.4530036,153.2017926,2.8,6,-0.25,1.111,0,-8.3,5.79,17.5,3.32
7906,2024-10-21T16:29:55.720,-27.4530043,153.2017927,2.8,6.13,-0.248,1.14,0,-8.1,7.87,17.56,3.7
7907,2024-10-21T16:29:55.760,-27.453005,153.201793,2.8,6.12,-0.255,1.165,0,-7.1,9.59,17.17,3.66
7908,2024-10-21T16:29:55.800,-27.4530056,153.2017931,2.8,6.16,-0.267,1.19,0,-6.6,11.02,16.12,2.76
7909,2024-10-21T16:29:55.840,-27.4530062,153.2017932,2.7,5.88,-0.275,1.23,0,-6.8,11.8,14.39,1.02
7910,2024-10-21T16:29:55.880,-27.4530068,153.2017936,2.7,5.96,-0.282,1.262,0,-6.3,12.23,12.02,-1.75
7911,2024-10-21T16:29:55.920,-27.4530074,153.201794,2.7,6.32,-0.289,1.279,0,-5.1,12.56,8.84,-5.59
7912,2024-10-21T16:29:55.960,-27.4530078,153.2017945,2.7,5.48,-0.299,1.256,0,-3.4,12.44,4.94,-9.93
7913,2024-10-21T16:29:56.040,-27.4530088,153.2017954,2.7,6.03,-0.317,1.179,0,-1.4,11.68,0.58,-13.95
7914,2024-10-21T16:29:56.080,-27.4530093,153.2017958,2.7,6.27,-0.34,1.048,0,-0.7,10.39,-4.16,-17.16
7915,2024-10-21T16:29:56.160,-27.4530103,153.2017969,2.7,6.62,-0.363,0.893,0,1.1,8.41,-8.85,-19.13
7916,2024-10-21T16:29:56.200,-27.4530107,153.2017975,2.7,6.45,-0.372,0.754,0,2.4,6.01,-13.11,-19.14
7917,2024-10-21T16:29:56.280,-27.4530119,153.201798,2.7,5.88,-0.362,0.674,0,4.6,3.62,-16.61,-17.8
7918,2024-10-21T16:29:56.320,-27.4530127,153.2017982,2.8,6.2,-0.34,0.651,0,4.8,1.62,-19.31,-16.13
7919,2024-10-21T16:29:56.360,-27.4530134,153.2017984,2.8,6.49,-0.314,0.679,0,3.5,0.26,-21.19,-14.7
7920,2024-10-21T16:29:56.400,-27.4530141,153.2017988,2.8,6.37,-0.289,0.735,0,2.9,-0.38,-22.46,-13.6
7921,2024-10-21T16:29:56.440,-27.4530147,153.201799,2.8,6.07,-0.273,0.788,0,3.8,-0.35,-23.14,-12.96
7922,2024-10-21T16:29:56.480,-27.4530154,153.2017993,2.7,6.17,-0.266,0.818,0,4.5,0.32,-23.35,-12.3
7923,2024-10-21T16:29:56.520,-27.453016,153.2017994,2.7,5.88,-0.266,0.82,0,4.6,1.4,-23,-11.08
7924,2024-10-21T16:29:56.560,-27.4530166,153.2017998,2.7,6.33,-0.268,0.799,0,4.7,2.41,-22.11,-9.37
7925,2024-10-21T16:29:56.600,-27.4530173,153.2018002,2.7,6.89,-0.27,0.764,0,4.9,2.83,-20.7,-7.25
7926,2024-10-21T16:29:56.640,-27.453018,153.2018003,2.7,7.29,-0.273,0.713,0,5.8,2.3,-18.73,-4.84
7927,2024-10-21T16:29:56.680,-27.4530188,153.2018006,2.7,7.28,-0.27,0.66,0,5.8,0.65,-16.05,-2.03
7928,2024-10-21T16:29:56.720,-27.4530196,153.2018007,2.7,7.55,-0.267,0.611,0,5.1,-1.59,-13.02,0.74
7929,2024-10-21T16:29:56.760,-27.4530203,153.2018007,2.6,7.68,-0.263,0.577,0,3.7,-3.71,-9.73,3.39
7930,2024-10-21T16:29:56.800,-27.4530212,153.2018008,2.6,8,-0.256,0.574,0,2.5,-4.94,-6.21,5.67
7931,2024-10-21T16:29:56.840,-27.453022,153.2018009,2.6,8.21,-0.243,0.603,0,0.7,-5.16,-2.71,7.41
7932,2024-10-21T16:29:56.880,-27.453023,153.2018012,2.6,8.66,-0.22,0.67,0,-0.6,-4.18,1.06,8.8
7933,2024-10-21T16:29:56.960,-27.4530248,153.2018014,2.6,9.02,-0.194,0.744,0,-1.3,-2.51,5.88,10.13
7934,2024-10-21T16:29:57.040,-27.4530265,153.2018017,2.6,8.93,-0.175,0.816,0,-2.2,-0.62,10.89,11.11
7935,2024-10-21T16:29:57.080,-27.4530275,153.2018019,2.6,9.11,-0.155,0.885,0,-3.2,1.35,15.42,11.67
7936,2024-10-21T16:29:57.120,-27.4530285,153.2018022,2.6,9.09,-0.136,0.957,0,-3.8,3.52,19.21,11.9
7937,2024-10-21T16:29:57.160,-27.4530293,153.2018022,2.5,8.58,-0.123,1.022,0,-4.6,5.81,21.76,11.5
7938,2024-10-21T16:29:57.200,-27.4530301,153.2018022,2.5,8.45,-0.112,1.104,0,-5.6,8.4,22.47,10.18
7939,2024-10-21T16:29:57.240,-27.4530308,153.2018024,2.5,7.7,-0.1,1.187,0,-6.3,11.09,21.9,8.19
7940,2024-10-21T16:29:57.280,-27.4530315,153.2018028,2.5,7.36,-0.099,1.259,0,-5.8,13.53,20.36,5.41
7941,2024-10-21T16:29:57.320,-27.453032,153.2018033,2.5,6.74,-0.12,1.293,0,-4.8,15.73,17.29,0.62
7942,2024-10-21T16:29:57.400,-27.453033,153.2018038,2.5,5.55,-0.16,1.283,0,-3.1,17.16,13.08,-5.4
7943,2024-10-21T16:29:57.440,-27.4530333,153.2018042,2.5,5.78,-0.205,1.237,0,-2.1,17.79,8.48,-11.42
7944,2024-10-21T16:29:57.480,-27.4530338,153.2018049,2.5,6.06,-0.247,1.163,0,0.7,17.49,3.56,-16.91
7945,2024-10-21T16:29:57.520,-27.4530343,153.2018055,2.5,6.72,-0.283,1.068,0,3,16.44,-1.28,-21.34
7946,2024-10-21T16:29:57.560,-27.4530349,153.2018061,2.5,7.47,-0.306,0.97,0,5.2,14.51,-5.52,-23.92
7947,2024-10-21T16:29:57.600,-27.4530356,153.2018065,2.6,7.34,-0.323,0.848,0,6.4,11.28,-9.86,-25.43
7948,2024-10-21T16:29:57.680,-27.4530367,153.2018071,2.6,6.5,-0.333,0.716,0,7,6.65,-14.27,-26.49
7949,2024-10-21T16:29:57.720,-27.4530372,153.2018076,2.6,6.58,-0.325,0.583,0,7.7,0.2,-18.45,-25.92
7950,2024-10-21T16:29:57.800,-27.4530388,153.2018082,2.6,7.51,-0.305,0.475,0,8.5,-6.2,-21.85,-23.27
7951,2024-10-21T16:29:57.880,-27.4530403,153.2018078,2.6,6.9,-0.276,0.455,0,8.3,-11.32,-23.92,-17.64
7952,2024-10-21T16:29:57.960,-27.4530421,153.2018071,2.5,8.83,-0.257,0.528,0,6.9,-13.03,-22.74,-9.04
7953,2024-10-21T16:29:58.040,-27.4530438,153.2018066,2.5,8.72,-0.253,0.61,0,4.2,-12.85,-19.97,-0.17
7954,2024-10-21T16:29:58.080,-27.4530448,153.2018064,2.5,9.03,-0.285,0.668,0,2.7,-10.79,-15.41,7.91
7955,2024-10-21T16:29:58.120,-27.4530458,153.201806,2.5,9.28,-0.33,0.714,0,1.2,-8.58,-10.22,14.08
7956,2024-10-21T16:29:58.160,-27.453047,153.2018054,2.5,10.21,-0.378,0.714,0,-0.2,-7.05,-5.02,17.39
7957,2024-10-21T16:29:58.200,-27.4530482,153.2018048,2.4,11,-0.405,0.695,0,-2,-6.97,-0.93,17.99
7958,2024-10-21T16:29:58.240,-27.4530494,153.2018044,2.4,11.4,-0.406,0.715,0,-4.2,-7.2,2.77,17.89
7959,2024-10-21T16:29:58.280,-27.4530506,153.2018042,2.4,11.32,-0.369,0.794,0,-5.2,-6.85,6.08,17.33
7960,2024-10-21T16:29:58.360,-27.4530527,153.2018038,2.3,10.82,-0.311,0.901,0,-5.5,-5.05,9.64,16.82
7961,2024-10-21T16:29:58.440,-27.4530546,153.2018034,2.3,10.04,-0.252,1.007,0,-6,-2.49,12.87,16.07
7962,2024-10-21T16:29:58.480,-27.4530557,153.2018034,2.3,10.38,-0.198,1.092,0,-6.6,0.45,15.61,14.96
7963,2024-10-21T16:29:58.560,-27.4530576,153.2018034,2.2,9.7,-0.155,1.147,0,-5.6,3.69,17.57,13.49
7964,2024-10-21T16:29:58.640,-27.4530595,153.2018033,2.2,9.53,-0.127,1.18,0,-5.4,6.49,18.13,11.44
7965,2024-10-21T16:29:58.680,-27.4530604,153.2018035,2.2,9.48,-0.116,1.188,0,-4.9,8.23,17.29,8.88
7966,2024-10-21T16:29:58.720,-27.453061,153.2018038,2.2,8.29,-0.119,1.18,0,-3.5,9.23,14.95,5.37
7967,2024-10-21T16:29:58.800,-27.4530625,153.2018041,2.2,7.73,-0.141,1.133,0,-2.2,8.98,11.05,0.82
7968,2024-10-21T16:29:58.880,-27.4530637,153.2018045,2.3,7.04,-0.172,1.05,0,-1.4,7.09,6.28,-4.12
7969,2024-10-21T16:29:58.920,-27.4530642,153.2018046,2.3,6.51,-0.203,0.947,0,-0.1,4.41,1.62,-8.67
7970,2024-10-21T16:29:58.960,-27.4530647,153.201805,2.3,5.99,-0.229,0.829,0,1.1,0.98,-3.11,-12.55
7971,2024-10-21T16:29:59.040,-27.4530658,153.2018056,2.3,6.57,-0.245,0.718,0,2.5,-2.76,-7.4,-14.69
7972,2024-10-21T16:29:59.080,-27.4530666,153.2018058,2.3,7.12,-0.251,0.644,0,3.5,-5.98,-10.65,-14.86
7973,2024-10-21T16:29:59.120,-27.4530674,153.2018058,2.3,7.21,-0.253,0.624,0,3.9,-8.05,-13,-13.51
7974,2024-10-21T16:29:59.200,-27.453069,153.2018058,2.3,7.79,-0.257,0.658,0,3.6,-9.02,-14.67,-11.45
7975,2024-10-21T16:29:59.240,-27.4530698,153.2018058,2.3,7.96,-0.264,0.721,0,3.2,-8.68,-15.42,-9.2
7976,2024-10-21T16:29:59.280,-27.4530705,153.2018058,2.3,7.65,-0.282,0.789,0,2.5,-7.48,-15.12,-7.06
7977,2024-10-21T16:29:59.320,-27.4530712,153.2018056,2.3,7.11,-0.303,0.847,0,2.1,-5.95,-14.07,-5.17
7978,2024-10-21T16:29:59.360,-27.453072,153.2018056,2.3,7.21,-0.331,0.867,0,1.4,-4.81,-12.37,-3.52
7979,2024-10-21T16:29:59.400,-27.4530729,153.2018057,2.3,7.85,-0.353,0.867,0,0.9,-4.26,-10.05,-1.82
7980,2024-10-21T16:29:59.440,-27.4530738,153.2018057,2.2,8.04,-0.364,0.876,0,0.9,-4.18,-7.48,0
7981,2024-10-21T16:29:59.480,-27.4530746,153.2018055,2.2,8.29,-0.358,0.896,0,-0.1,-4.12,-4.84,1.88
7982,2024-10-21T16:29:59.520,-27.4530757,153.2018053,2.2,8.61,-0.334,0.936,0,-1.6,-3.82,-2.24,3.89
7983,2024-10-21T16:29:59.560,-27.4530766,153.2018053,2.2,8.89,-0.29,0.998,0,-2.1,-2.75,0.34,5.93
7984,2024-10-21T16:29:59.600,-27.4530775,153.2018053,2.2,9.06,-0.243,1.044,0,-1.8,-1.08,2.57,7.72
7985,2024-10-21T16:29:59.640,-27.4530784,153.2018053,2.2,8.95,-0.198,1.079,0,-1.4,1.04,4.44,9.23
7986,2024-10-21T16:29:59.680,-27.4530793,153.2018053,2.2,8.91,-0.155,1.108,0,-1,3.46,5.83,10.36
7987,2024-10-21T16:29:59.720,-27.4530802,153.2018053,2.2,9.01,-0.123,1.126,0,-0.9,6.08,6.52,11.22
7988,2024-10-21T16:29:59.800,-27.4530818,153.2018055,2.2,8.51,-0.109,1.135,0,-0.7,8.33,6.19,11.77
7989,2024-10-21T16:29:59.840,-27.4530825,153.2018055,2.3,8.32,-0.108,1.131,0,-0.3,9.97,4.58,11.52
7990,2024-10-21T16:29:59.920,-27.4530839,153.2018057,2.3,7.31,-0.118,1.1,0,0.4,10.76,1.78,9.85
7991,2024-10-21T16:29:59.960,-27.4530846,153.2018061,2.3,7.62,-0.14,1.024,0,1.7,10.43,-2.25,6.09
7992,2024-10-21T16:30:00.040,-27.4530859,153.2018066,2.4,7.5,-0.171,0.91,0,4.3,9.37,-6.77,0.89
7993,2024-10-21T16:30:00.080,-27.4530867,153.2018069,2.4,7.47,-0.195,0.792,0,5.7,8.19,-11.05,-4.61
7994,2024-10-21T16:30:00.120,-27.4530874,153.2018071,2.4,7.55,-0.203,0.699,0,7.4,7.19,-14.36,-9.19
7995,2024-10-21T16:30:00.160,-27.4530883,153.2018071,2.4,7.63,-0.194,0.654,0,8.2,6.57,-16.38,-11.6
7996,2024-10-21T16:30:00.200,-27.4530889,153.2018071,2.4,7.44,-0.173,0.65,0,8.2,6.51,-16.91,-11.33
7997,2024-10-21T16:30:00.240,-27.4530898,153.2018071,2.5,7.58,-0.146,0.673,0,8.3,6.65,-16.1,-8.69
7998,2024-10-21T16:30:00.280,-27.4530906,153.201807,2.5,7.89,-0.129,0.692,0,8.1,7.01,-14.43,-4.93
7999,2024-10-21T16:30:00.320,-27.4530916,153.2018069,2.5,8.34,-0.117,0.705,0,7.8,7.29,-12.21,-0.84
8000,2024-10-21T16:30:00.360,-27.4530926,153.2018066,2.5,8.75,-0.113,0.702,0,7,7.41,-9.72,2.83
8001,2024-10-21T16:30:00.400,-27.4530935,153.2018064,2.5,8.9,-0.111,0.698,0,6,7.33,-7.1,5.91
8002,2024-10-21T16:30:00.440,-27.4530944,153.2018061,2.5,8.93,-0.112,0.701,0,4.9,7.08,-4.82,7.79
8003,2024-10-21T16:30:00.480,-27.4530952,153.2018057,2.5,8.79,-0.105,0.722,0,3.9,6.59,-3.02,8.5
8004,2024-10-21T16:30:00.520,-27.4530961,153.2018056,2.5,8.84,-0.1,0.741,0,2,6.13,-1.8,8.06
8005,2024-10-21T16:30:00.560,-27.453097,153.2018055,2.5,8.9,-0.097,0.756,0,0.4,5.54,-1.11,6.41
8006,2024-10-21T16:30:00.600,-27.4530977,153.2018053,2.4,8.27,-0.103,0.747,0,-0.6,4.97,-0.82,4.06
8007,2024-10-21T16:30:00.640,-27.4530983,153.2018052,2.4,8.06,-0.114,0.721,0,-1.5,4.35,-0.66,1.61
8008,2024-10-21T16:30:00.680,-27.4530993,153.2018051,2.4,8.51,-0.135,0.685,0,-2.1,3.27,-0.39,-0.45
8009,2024-10-21T16:30:00.720,-27.4531002,153.2018048,2.4,8.97,-0.157,0.652,0,-2.4,2.1,-0.02,-1.99
8010,2024-10-21T16:30:00.760,-27.4531013,153.2018044,2.4,9.43,-0.178,0.634,0,-3.2,0.91,0.4,-2.85
8011,2024-10-21T16:30:00.800,-27.4531022,153.2018042,2.4,9.39,-0.194,0.649,0,-4.5,-0.22,0.87,-3.33
8012,2024-10-21T16:30:00.840,-27.4531031,153.2018042,2.4,9.36,-0.201,0.715,0,-5.5,-0.75,1.36,-3.84
8013,2024-10-21T16:30:00.880,-27.4531041,153.2018042,2.3,9.44,-0.202,0.811,0,-5.7,-0.31,1.82,-4.68
8014,2024-10-21T16:30:00.920,-27.4531049,153.2018042,2.3,9.18,-0.207,0.909,0,-5.4,0.82,2.35,-6.14
8015,2024-10-21T16:30:00.960,-27.4531058,153.2018043,2.3,9.16,-0.23,0.966,0,-5.6,2.42,3.14,-9.22
8016,2024-10-21T16:30:01.040,-27.4531074,153.2018048,2.3,8.72,-0.25,1.009,0,-5.5,3.96,4.04,-12.75
8017,2024-10-21T16:30:01.080,-27.4531083,153.201805,2.3,8.88,-0.266,1.011,0,-4.5,5.12,5.19,-15.83
8018,2024-10-21T16:30:01.120,-27.4531092,153.2018053,2.3,9.12,-0.273,0.998,0,-2.6,6.06,6.54,-17.81
